102 416 4
1 2 17 16
1 3 19 1
1 4 7 12
1 5 14 13
1 6 12 11
1 7 2 15
1 8 6 15
1 9 5 16
1 10 5 14
1 11 17 2
2 12 8 6
2 13 9 20
3 12 2 1
3 13 3 20
3 14 19 5
4 13 15 17
4 14 7 12
4 15 3 7
5 14 2 13
5 15 12 20
5 16 17 3
6 15 16 9
6 16 12 14
6 17 16 17
7 16 7 1
7 17 18 12
7 18 4 18
8 17 10 8
8 18 17 2
8 19 13 11
9 18 6 17
9 19 7 6
9 20 5 7
10 19 13 14
10 20 5 6
10 21 7 3
11 20 5 15
11 21 9 15
12 13 1 12
12 22 8 8
12 23 8 7
13 12 19 19
13 14 7 9
13 22 16 1
13 23 12 12
13 24 18 2
14 13 8 20
14 15 16 14
14 23 6 10
14 24 4 10
14 25 15 17
15 14 6 5
15 16 12 3
15 24 16 19
15 25 10 11
15 26 3 18
16 15 19 13
16 17 3 7
16 25 1 9
16 26 13 19
16 27 12 19
17 16 20 20
17 18 8 18
17 26 12 13
17 27 4 18
17 28 18 7
18 17 19 18
18 19 1 4
18 27 11 18
18 28 7 4
18 29 1 1
19 18 9 15
19 20 9 19
19 28 16 13
19 29 5 18
19 30 5 16
20 19 7 3
20 21 19 16
20 29 14 6
20 30 20 18
20 31 14 4
21 20 14 4
21 30 6 20
21 31 20 7
22 23 1 5
22 32 13 3
22 33 1 7
23 22 7 11
23 24 6 5
23 32 12 6
23 33 11 2
23 34 1 10
24 23 12 5
24 25 14 18
24 33 15 4
24 34 20 14
24 35 5 15
25 24 5 16
25 26 10 16
25 34 12 19
25 35 8 3
25 36 17 7
26 25 17 15
26 27 9 9
26 35 12 14
26 36 13 6
26 37 2 2
27 26 2 5
27 28 10 12
27 36 18 15
27 37 18 7
27 38 6 15
28 27 17 16
28 29 19 10
28 37 12 7
28 38 4 16
28 39 9 11
29 28 10 13
29 30 2 8
29 38 12 18
29 39 8 7
29 40 19 16
30 29 2 16
30 31 4 3
30 39 13 2
30 40 20 4
30 41 1 17
31 30 14 6
31 40 4 19
31 41 18 13
32 33 6 4
32 42 16 1
32 43 14 16
33 32 1 13
33 34 2 18
33 42 20 3
33 43 11 16
33 44 8 20
34 33 9 10
34 35 15 9
34 43 2 5
34 44 1 10
34 45 9 15
35 34 19 4
35 36 4 19
35 44 11 2
35 45 17 2
35 46 18 11
36 35 4 18
36 37 1 7
36 45 17 18
36 46 13 18
36 47 9 8
37 36 11 20
37 38 18 4
37 46 9 4
37 47 8 1
37 48 18 6
38 37 3 3
38 39 19 19
38 47 19 1
38 48 8 11
38 49 14 8
39 38 14 15
39 40 5 15
39 48 5 11
39 49 19 19
39 50 3 10
40 39 3 8
40 41 3 1
40 49 4 3
40 50 8 17
40 51 16 12
41 40 18 6
41 50 17 4
41 51 17 14
42 43 3 20
42 52 16 4
42 53 18 3
43 42 1 20
43 44 9 13
43 52 12 18
43 53 4 12
43 54 11 14
44 43 9 15
44 45 4 7
44 53 5 2
44 54 1 1
44 55 17 12
45 44 18 2
45 46 20 3
45 54 9 20
45 55 1 13
45 56 18 20
46 45 13 6
46 47 2 10
46 55 20 10
46 56 16 12
46 57 20 13
47 46 10 5
47 48 8 14
47 56 12 10
47 57 20 14
47 58 18 1
48 47 16 13
48 49 15 14
48 57 3 20
48 58 6 16
48 59 10 7
49 48 6 4
49 50 18 11
49 58 19 3
49 59 3 6
49 60 8 16
50 49 6 7
50 51 14 1
50 59 9 4
50 60 11 8
50 61 18 1
51 50 5 10
51 60 19 1
51 61 5 2
52 53 19 15
52 62 7 18
52 63 14 5
53 52 16 12
53 54 5 20
53 62 5 17
53 63 14 14
53 64 13 4
54 53 3 7
54 55 17 11
54 63 14 17
54 64 8 16
54 65 20 10
55 54 17 9
55 56 2 14
55 64 20 2
55 65 9 20
55 66 5 17
56 55 15 6
56 57 13 17
56 65 1 14
56 66 9 7
56 67 14 2
57 56 9 13
57 58 10 9
57 66 3 19
57 67 2 9
57 68 8 11
58 57 7 20
58 59 19 20
58 67 17 13
58 68 17 20
58 69 9 5
59 58 1 10
59 60 12 14
59 68 20 12
59 69 4 5
59 70 19 4
60 59 16 9
60 61 18 8
60 69 13 17
60 70 17 11
60 71 8 3
61 60 18 20
61 70 18 8
61 71 18 5
62 63 18 19
62 72 4 12
62 73 5 13
63 62 10 13
63 64 16 10
63 72 1 9
63 73 19 5
63 74 6 19
64 63 4 3
64 65 10 12
64 73 2 2
64 74 6 14
64 75 14 15
65 64 6 5
65 66 17 9
65 74 10 10
65 75 4 10
65 76 3 3
66 65 15 5
66 67 2 8
66 75 9 20
66 76 6 11
66 77 6 7
67 66 2 10
67 68 5 17
67 76 11 10
67 77 20 7
67 78 5 4
68 67 4 11
68 69 12 10
68 77 20 1
68 78 4 6
68 79 16 12
69 68 2 18
69 70 1 19
69 78 18 17
69 79 3 16
69 80 3 14
70 69 4 5
70 71 7 3
70 79 10 18
70 80 11 8
70 81 12 8
71 70 11 2
71 80 19 4
71 81 3 15
72 73 11 6
72 82 14 19
72 83 2 4
73 72 2 5
73 74 12 12
73 82 8 20
73 83 9 8
73 84 20 5
74 73 10 19
74 75 9 5
74 83 8 20
74 84 6 20
74 85 12 9
75 74 19 19
75 76 10 14
75 84 10 4
75 85 9 16
75 86 3 12
76 75 15 4
76 77 5 13
76 85 13 17
76 86 1 3
76 87 4 8
77 76 12 4
77 78 6 1
77 86 17 18
77 87 15 5
77 88 3 4
78 77 4 13
78 79 16 19
78 87 1 12
78 88 6 13
78 89 2 1
79 78 18 11
79 80 12 11
79 88 3 19
79 89 9 2
79 90 17 10
80 79 10 7
80 81 13 3
80 89 6 3
80 90 12 7
80 91 19 19
81 80 2 18
81 90 2 19
81 91 20 7
82 83 11 2
82 92 16 17
82 93 4 11
83 82 17 18
83 84 1 15
83 92 11 19
83 93 2 13
83 94 1 20
84 83 13 3
84 85 3 16
84 93 4 13
84 94 4 15
84 95 15 4
85 84 6 14
85 86 11 4
85 94 5 1
85 95 13 15
85 96 4 3
86 85 5 13
86 87 17 12
86 95 18 3
86 96 3 10
86 97 2 5
87 86 10 11
87 88 16 2
87 96 20 16
87 97 17 17
87 98 8 6
88 87 11 4
88 89 13 8
88 97 17 18
88 98 3 2
88 99 1 7
89 88 6 1
89 90 18 10
89 98 13 13
89 99 17 7
89 100 11 14
90 89 17 18
90 91 19 13
90 99 6 8
90 100 14 7
90 101 10 1
91 90 8 11
91 100 13 6
91 101 16 4
92 102 6 18
93 102 6 13
94 102 10 13
95 102 5 6
96 102 12 6
97 102 8 14
98 102 17 9
99 102 7 17
100 102 12 9
101 102 1 1
