227 996 7
1 2 2 48
1 3 5 12
1 4 3 6
1 5 5 40
1 6 3 13
1 7 3 4
1 8 5 39
1 9 5 32
1 10 1 42
1 11 2 47
1 12 2 50
1 13 3 28
1 14 1 15
1 15 2 40
1 16 2 38
2 17 1 35
2 18 2 29
3 17 3 44
3 18 4 15
3 19 3 10
4 18 3 41
4 19 2 50
4 20 1 32
5 19 5 16
5 20 2 32
5 21 1 30
6 20 1 37
6 21 1 6
6 22 4 22
7 21 3 23
7 22 5 20
7 23 3 32
8 22 3 42
8 23 5 14
8 24 1 35
9 23 2 6
9 24 2 7
9 25 2 12
10 24 3 20
10 25 4 44
10 26 4 36
11 25 1 18
11 26 4 35
11 27 2 50
12 26 1 11
12 27 5 38
12 28 5 23
13 27 4 32
13 28 4 18
13 29 3 9
14 28 2 26
14 29 5 30
14 30 1 41
15 29 1 4
15 30 5 8
15 31 1 16
16 30 1 41
16 31 5 43
17 18 5 28
17 32 1 19
17 33 1 16
18 17 1 26
18 19 4 32
18 32 2 47
18 33 1 6
18 34 5 27
19 18 5 23
19 20 5 48
19 33 2 19
19 34 1 23
19 35 4 13
20 19 5 21
20 21 4 18
20 34 5 25
20 35 5 28
20 36 4 26
21 20 1 20
21 22 4 1
21 35 5 33
21 36 2 31
21 37 5 15
22 21 5 5
22 23 4 15
22 36 5 22
22 37 5 3
22 38 2 42
23 22 3 39
23 24 5 7
23 37 1 22
23 38 3 39
23 39 5 16
24 23 2 42
24 25 2 29
24 38 5 33
24 39 1 39
24 40 5 32
25 24 1 3
25 26 2 29
25 39 5 40
25 40 3 42
25 41 2 5
26 25 2 11
26 27 3 2
26 40 4 2
26 41 3 12
26 42 2 50
27 26 4 20
27 28 4 39
27 41 2 45
27 42 1 45
27 43 4 42
28 27 3 29
28 29 4 4
28 42 5 8
28 43 4 38
28 44 1 23
29 28 1 20
29 30 1 6
29 43 5 31
29 44 1 25
29 45 5 49
30 29 4 38
30 31 4 41
30 44 5 38
30 45 3 50
30 46 4 46
31 30 5 2
31 45 2 1
31 46 5 24
32 33 5 37
32 47 5 36
32 48 4 11
33 32 4 15
33 34 4 11
33 47 5 19
33 48 3 42
33 49 5 16
34 33 1 30
34 35 2 5
34 48 2 12
34 49 3 22
34 50 1 26
35 34 4 12
35 36 2 21
35 49 5 8
35 50 4 10
35 51 3 31
36 35 5 38
36 37 1 15
36 50 4 5
36 51 4 4
36 52 3 13
37 36 4 49
37 38 1 23
37 51 5 27
37 52 1 33
37 53 3 35
38 37 3 35
38 39 4 13
38 52 5 26
38 53 4 24
38 54 2 2
39 38 3 46
39 40 2 5
39 53 1 45
39 54 5 1
39 55 5 46
40 39 2 14
40 41 1 29
40 54 3 6
40 55 1 35
40 56 1 22
41 40 5 27
41 42 4 6
41 55 4 41
41 56 4 2
41 57 1 13
42 41 2 44
42 43 5 27
42 56 3 26
42 57 5 28
42 58 2 41
43 42 4 40
43 44 5 21
43 57 4 6
43 58 4 6
43 59 2 31
44 43 4 41
44 45 1 40
44 58 4 21
44 59 1 5
44 60 2 44
45 44 4 29
45 46 5 28
45 59 4 39
45 60 3 10
45 61 4 23
46 45 1 36
46 60 5 12
46 61 5 11
47 48 3 18
47 62 1 2
47 63 5 27
48 47 1 43
48 49 5 24
48 62 3 20
48 63 2 14
48 64 2 22
49 48 5 20
49 50 2 47
49 63 3 31
49 64 1 1
49 65 5 26
50 49 3 33
50 51 4 8
50 64 5 29
50 65 2 35
50 66 1 6
51 50 2 12
51 52 2 19
51 65 3 24
51 66 4 5
51 67 5 24
52 51 4 34
52 53 2 17
52 66 4 3
52 67 5 36
52 68 4 22
53 52 1 33
53 54 4 15
53 67 2 38
53 68 5 9
53 69 4 36
54 53 4 19
54 55 1 47
54 68 2 16
54 69 4 48
54 70 4 2
55 54 5 34
55 56 2 3
55 69 1 46
55 70 4 13
55 71 4 30
56 55 2 9
56 57 5 28
56 70 5 20
56 71 5 4
56 72 3 23
57 56 2 13
57 58 3 34
57 71 4 29
57 72 2 48
57 73 4 21
58 57 2 19
58 59 4 50
58 72 4 26
58 73 2 40
58 74 1 19
59 58 4 44
59 60 2 24
59 73 3 19
59 74 5 29
59 75 4 8
60 59 3 16
60 61 5 23
60 74 5 43
60 75 2 35
60 76 5 26
61 60 5 13
61 75 5 22
61 76 2 33
62 63 5 14
62 77 2 22
62 78 4 22
63 62 4 20
63 64 4 42
63 77 1 42
63 78 2 36
63 79 3 37
64 63 2 11
64 65 1 23
64 78 5 22
64 79 1 28
64 80 1 3
65 64 5 20
65 66 4 30
65 79 2 37
65 80 4 50
65 81 1 28
66 65 2 19
66 67 2 12
66 80 5 4
66 81 2 3
66 82 2 31
67 66 1 33
67 68 4 41
67 81 4 21
67 82 5 7
67 83 2 31
68 67 4 4
68 69 1 44
68 82 3 12
68 83 3 29
68 84 3 5
69 68 2 17
69 70 2 40
69 83 3 34
69 84 2 24
69 85 4 1
70 69 4 49
70 71 3 30
70 84 2 44
70 85 2 47
70 86 3 5
71 70 4 45
71 72 3 37
71 85 2 25
71 86 4 26
71 87 4 44
72 71 3 43
72 73 5 3
72 86 1 50
72 87 2 25
72 88 3 18
73 72 1 11
73 74 1 33
73 87 2 6
73 88 5 20
73 89 2 28
74 73 3 20
74 75 1 50
74 88 4 32
74 89 3 15
74 90 3 39
75 74 3 40
75 76 5 48
75 89 1 2
75 90 2 23
75 91 5 4
76 75 3 46
76 90 2 44
76 91 5 38
77 78 1 17
77 92 4 9
77 93 3 50
78 77 3 36
78 79 3 36
78 92 4 43
78 93 2 23
78 94 4 1
79 78 5 43
79 80 5 16
79 93 1 25
79 94 2 44
79 95 4 9
80 79 4 9
80 81 1 19
80 94 5 18
80 95 2 24
80 96 3 10
81 80 3 31
81 82 1 38
81 95 1 7
81 96 4 13
81 97 3 17
82 81 3 20
82 83 1 2
82 96 2 24
82 97 4 44
82 98 5 45
83 82 1 24
83 84 2 2
83 97 4 42
83 98 5 29
83 99 2 40
84 83 3 42
84 85 2 30
84 98 1 47
84 99 2 17
84 100 4 14
85 84 5 4
85 86 3 28
85 99 5 15
85 100 4 50
85 101 3 6
86 85 1 43
86 87 4 19
86 100 3 43
86 101 2 19
86 102 2 4
87 86 2 8
87 88 1 31
87 101 5 15
87 102 5 1
87 103 2 27
88 87 2 28
88 89 5 7
88 102 4 16
88 103 1 39
88 104 1 8
89 88 2 28
89 90 2 13
89 103 4 27
89 104 1 4
89 105 4 1
90 89 2 33
90 91 1 18
90 104 2 50
90 105 5 26
90 106 3 5
91 90 5 22
91 105 1 1
91 106 1 28
92 93 1 31
92 107 3 8
92 108 3 47
93 92 5 23
93 94 3 31
93 107 4 47
93 108 3 35
93 109 5 26
94 93 2 49
94 95 1 13
94 108 3 32
94 109 3 42
94 110 3 20
95 94 1 33
95 96 1 19
95 109 1 16
95 110 3 11
95 111 3 19
96 95 5 4
96 97 5 13
96 110 3 47
96 111 2 43
96 112 4 37
97 96 3 28
97 98 4 4
97 111 5 35
97 112 2 25
97 113 1 31
98 97 2 35
98 99 2 27
98 112 1 46
98 113 5 1
98 114 5 38
99 98 2 4
99 100 5 8
99 113 4 18
99 114 2 36
99 115 2 42
