22 65 5
1 2 5 1
1 3 6 5
1 4 1 9
1 5 1 5
1 6 9 2
2 7 4 8
2 8 1 8
3 7 1 10
3 8 1 10
3 9 7 1
4 8 1 4
4 9 4 5
4 10 10 1
5 9 3 10
5 10 9 1
5 11 6 6
6 10 1 10
6 11 10 7
7 8 1 1
7 12 1 2
7 13 9 9
8 7 9 2
8 9 4 4
8 12 3 2
8 13 1 10
8 14 10 10
9 8 7 7
9 10 7 2
9 13 8 7
9 14 3 1
9 15 10 9
10 9 9 7
10 11 3 10
10 14 7 10
10 15 3 2
10 16 9 6
11 10 4 6
11 15 10 10
11 16 6 7
12 13 10 6
12 17 3 1
12 18 1 6
13 12 6 3
13 14 9 3
13 17 1 1
13 18 7 4
13 19 10 6
14 13 8 3
14 15 1 7
14 18 4 2
14 19 3 6
14 20 3 4
15 14 4 10
15 16 7 2
15 19 6 10
15 20 3 9
15 21 2 8
16 15 6 7
16 20 6 6
16 21 3 2
17 22 10 3
18 22 10 6
19 22 9 4
20 22 7 4
21 22 3 6
