102 416 3
1 2 2 8
1 3 5 9
1 4 9 7
1 5 1 6
1 6 5 10
1 7 6 4
1 8 7 8
1 9 3 3
1 10 9 9
1 11 1 3
2 12 7 4
2 13 5 4
3 12 6 3
3 13 9 8
3 14 1 9
4 13 8 5
4 14 5 10
4 15 4 5
5 14 5 4
5 15 1 3
5 16 2 10
6 15 8 3
6 16 2 4
6 17 1 3
7 16 1 8
7 17 8 2
7 18 6 3
8 17 2 7
8 18 5 3
8 19 2 1
9 18 4 3
9 19 3 6
9 20 8 3
10 19 8 3
10 20 4 2
10 21 6 2
11 20 1 1
11 21 3 1
12 13 8 2
12 22 8 1
12 23 5 7
13 12 2 6
13 14 9 5
13 22 3 9
13 23 2 9
13 24 8 5
14 13 10 1
14 15 10 8
14 23 2 3
14 24 8 2
14 25 6 5
15 14 3 3
15 16 8 3
15 24 10 8
15 25 5 4
15 26 2 6
16 15 4 1
16 17 6 10
16 25 1 6
16 26 6 4
16 27 4 8
17 16 2 9
17 18 6 3
17 26 1 3
17 27 7 2
17 28 7 1
18 17 3 2
18 19 7 5
18 27 4 1
18 28 6 1
18 29 7 3
19 18 9 9
19 20 6 10
19 28 5 10
19 29 1 6
19 30 3 8
20 19 2 4
20 21 1 9
20 29 1 9
20 30 1 8
20 31 7 2
21 20 2 2
21 30 1 4
21 31 10 3
22 23 6 7
22 32 5 6
22 33 8 6
23 22 9 1
23 24 8 10
23 32 2 6
23 33 5 10
23 34 5 6
24 23 6 6
24 25 9 9
24 33 5 3
24 34 2 7
24 35 5 8
25 24 8 9
25 26 9 1
25 34 1 4
25 35 8 10
25 36 7 2
26 25 9 1
26 27 2 7
26 35 7 1
26 36 8 10
26 37 1 3
27 26 8 9
27 28 9 8
27 36 1 1
27 37 6 1
27 38 8 3
28 27 7 2
28 29 8 10
28 37 4 9
28 38 5 6
28 39 6 4
29 28 7 9
29 30 6 9
29 38 7 9
29 39 4 10
29 40 8 7
30 29 10 8
30 31 9 10
30 39 10 4
30 40 3 7
30 41 4 6
31 30 8 8
31 40 5 8
31 41 2 9
32 33 10 9
32 42 3 3
32 43 7 1
33 32 10 9
33 34 3 3
33 42 9 10
33 43 4 3
33 44 1 2
34 33 1 7
34 35 8 5
34 43 5 7
34 44 7 5
34 45 10 1
35 34 5 3
35 36 7 4
35 44 3 10
35 45 3 4
35 46 10 9
36 35 8 7
36 37 6 9
36 45 6 7
36 46 8 3
36 47 1 6
37 36 4 6
37 38 8 6
37 46 10 9
37 47 4 3
37 48 8 9
38 37 3 2
38 39 8 3
38 47 4 2
38 48 6 5
38 49 9 7
39 38 10 10
39 40 4 3
39 48 1 7
39 49 10 3
39 50 4 6
40 39 2 5
40 41 5 9
40 49 8 2
40 50 10 8
40 51 10 8
41 40 3 5
41 50 1 2
41 51 10 4
42 43 3 5
42 52 8 4
42 53 3 7
43 42 2 4
43 44 10 9
43 52 9 1
43 53 10 5
43 54 10 5
44 43 3 8
44 45 2 10
44 53 5 10
44 54 4 3
44 55 10 1
45 44 3 3
45 46 4 3
45 54 2 5
45 55 3 9
45 56 3 4
46 45 1 1
46 47 6 7
46 55 7 10
46 56 6 4
46 57 8 1
47 46 9 9
47 48 6 9
47 56 2 8
47 57 9 1
47 58 9 4
48 47 4 3
48 49 2 1
48 57 9 1
48 58 2 9
48 59 6 7
49 48 1 7
49 50 5 5
49 58 10 6
49 59 10 8
49 60 3 2
50 49 2 6
50 51 10 3
50 59 1 7
50 60 7 3
50 61 10 1
51 50 9 9
51 60 6 4
51 61 10 10
52 53 9 5
52 62 1 9
52 63 1 6
53 52 7 4
53 54 8 1
53 62 1 9
53 63 3 4
53 64 5 7
54 53 1 1
54 55 7 9
54 63 9 6
54 64 1 4
54 65 5 10
55 54 10 10
55 56 3 10
55 64 2 3
55 65 10 5
55 66 2 9
56 55 8 8
56 57 3 10
56 65 10 5
56 66 3 6
56 67 4 1
57 56 1 5
57 58 6 9
57 66 1 2
57 67 1 5
57 68 5 2
58 57 3 9
58 59 4 8
58 67 8 10
58 68 7 10
58 69 6 7
59 58 9 10
59 60 5 9
59 68 4 9
59 69 7 1
59 70 1 5
60 59 5 1
60 61 7 10
60 69 10 7
60 70 9 1
60 71 10 5
61 60 1 10
61 70 2 3
61 71 5 4
62 63 5 7
62 72 1 9
62 73 2 5
63 62 8 10
63 64 10 9
63 72 7 7
63 73 5 2
63 74 9 6
64 63 2 5
64 65 4 1
64 73 7 7
64 74 9 6
64 75 9 4
65 64 10 5
65 66 2 5
65 74 8 7
65 75 10 10
65 76 7 8
66 65 9 2
66 67 2 5
66 75 6 3
66 76 9 4
66 77 5 3
67 66 10 9
67 68 8 7
67 76 7 1
67 77 8 9
67 78 8 5
68 67 7 5
68 69 7 1
68 77 10 9
68 78 5 7
68 79 8 9
69 68 5 4
69 70 5 1
69 78 9 2
69 79 9 3
69 80 10 8
70 69 9 10
70 71 4 6
70 79 2 5
70 80 5 2
70 81 1 5
71 70 3 9
71 80 3 5
71 81 4 2
72 73 7 9
72 82 10 3
72 83 1 7
73 72 9 9
73 74 3 8
73 82 3 1
73 83 6 5
73 84 3 10
74 73 10 3
74 75 6 4
74 83 10 1
74 84 10 2
74 85 8 9
75 74 4 5
75 76 4 2
75 84 6 10
75 85 6 3
75 86 9 2
76 75 5 7
76 77 6 6
76 85 6 7
76 86 4 3
76 87 2 8
77 76 7 6
77 78 7 8
77 86 5 7
77 87 3 1
77 88 1 8
78 77 9 2
78 79 7 6
78 87 6 3
78 88 9 3
78 89 5 4
79 78 9 6
79 80 8 5
79 88 5 4
79 89 10 1
79 90 3 8
80 79 1 1
80 81 8 2
80 89 2 4
80 90 4 8
80 91 6 10
81 80 8 9
81 90 4 9
81 91 1 2
82 83 9 7
82 92 2 9
82 93 2 3
83 82 3 5
83 84 8 3
83 92 9 1
83 93 10 8
83 94 2 6
84 83 3 8
84 85 2 5
84 93 3 5
84 94 1 4
84 95 7 2
85 84 2 5
85 86 8 4
85 94 3 5
85 95 7 7
85 96 7 1
86 85 3 3
86 87 4 2
86 95 7 2
86 96 7 4
86 97 10 2
87 86 9 9
87 88 5 7
87 96 9 2
87 97 6 3
87 98 4 5
88 87 10 4
88 89 4 7
88 97 7 10
88 98 5 9
88 99 5 10
89 88 5 6
89 90 5 8
89 98 5 1
89 99 6 10
89 100 1 1
90 89 1 7
90 91 1 8
90 99 1 4
90 100 10 3
90 101 6 1
91 90 6 9
91 100 5 9
91 101 3 6
92 102 3 7
93 102 1 3
94 102 5 7
95 102 3 6
96 102 10 3
97 102 6 3
98 102 10 1
99 102 4 5
100 102 5 7
101 102 9 9
