227 996 7
1 2 14 3
1 3 36 4
1 4 27 2
1 5 30 2
1 6 3 5
1 7 5 3
1 8 2 3
1 9 12 4
1 10 21 3
1 11 22 1
1 12 49 1
1 13 8 3
1 14 5 1
1 15 39 5
1 16 21 1
2 17 25 1
2 18 21 5
3 17 8 3
3 18 40 3
3 19 12 1
4 18 19 5
4 19 33 4
4 20 10 2
5 19 38 5
5 20 10 2
5 21 14 3
6 20 31 3
6 21 50 1
6 22 32 5
7 21 2 3
7 22 46 2
7 23 37 4
8 22 29 4
8 23 50 2
8 24 4 5
9 23 18 1
9 24 6 1
9 25 26 1
10 24 14 3
10 25 39 1
10 26 27 2
11 25 11 2
11 26 16 1
11 27 36 1
12 26 42 2
12 27 11 3
12 28 37 3
13 27 24 5
13 28 4 5
13 29 2 1
14 28 18 5
14 29 29 5
14 30 2 2
15 29 35 2
15 30 24 1
15 31 29 4
16 30 25 2
16 31 5 4
17 18 28 3
17 32 1 3
17 33 6 2
18 17 11 3
18 19 46 3
18 32 27 5
18 33 32 5
18 34 33 1
19 18 36 2
19 20 43 1
19 33 33 1
19 34 22 2
19 35 45 4
20 19 27 1
20 21 11 3
20 34 42 5
20 35 7 1
20 36 1 4
21 20 46 5
21 22 6 5
21 35 42 2
21 36 2 5
21 37 46 4
22 21 7 2
22 23 35 4
22 36 5 2
22 37 36 2
22 38 4 2
23 22 35 4
23 24 36 5
23 37 39 3
23 38 23 1
23 39 34 3
24 23 26 4
24 25 7 1
24 38 50 2
24 39 19 5
24 40 31 5
25 24 48 1
25 26 12 2
25 39 6 5
25 40 26 3
25 41 49 1
26 25 12 1
26 27 18 2
26 40 35 5
26 41 19 2
26 42 5 2
27 26 28 1
27 28 23 5
27 41 17 2
27 42 47 1
27 43 23 1
28 27 32 3
28 29 4 4
28 42 4 5
28 43 50 1
28 44 40 5
29 28 13 1
29 30 32 2
29 43 14 5
29 44 49 2
29 45 47 5
30 29 44 4
30 31 37 3
30 44 29 1
30 45 45 2
30 46 10 5
31 30 32 2
31 45 33 4
31 46 18 2
32 33 50 3
32 47 15 4
32 48 21 5
33 32 44 5
33 34 2 5
33 47 37 3
33 48 30 5
33 49 6 4
34 33 5 4
34 35 14 2
34 48 1 2
34 49 11 3
34 50 26 1
35 34 37 1
35 36 1 1
35 49 44 4
35 50 17 5
35 51 4 4
36 35 21 1
36 37 25 2
36 50 10 5
36 51 33 2
36 52 48 2
37 36 31 3
37 38 30 4
37 51 10 5
37 52 14 3
37 53 25 3
38 37 45 5
38 39 45 3
38 52 10 2
38 53 17 4
38 54 44 3
39 38 8 5
39 40 47 1
39 53 6 4
39 54 1 3
39 55 26 5
40 39 29 5
40 41 37 3
40 54 28 2
40 55 45 5
40 56 31 3
41 40 11 5
41 42 32 3
41 55 8 3
41 56 21 5
41 57 23 1
42 41 11 4
42 43 21 4
42 56 35 4
42 57 32 4
42 58 3 3
43 42 47 3
43 44 43 5
43 57 7 3
43 58 35 4
43 59 5 3
44 43 10 4
44 45 1 3
44 58 49 4
44 59 47 1
44 60 40 5
45 44 45 3
45 46 28 1
45 59 1 2
45 60 32 3
45 61 38 3
46 45 28 2
46 60 9 5
46 61 39 1
47 48 36 5
47 62 5 3
47 63 13 4
48 47 41 3
48 49 39 2
48 62 21 1
48 63 4 3
48 64 36 3
49 48 45 1
49 50 36 2
49 63 37 2
49 64 12 5
49 65 29 5
50 49 8 1
50 51 10 4
50 64 4 4
50 65 48 5
50 66 14 1
51 50 15 2
51 52 4 5
51 65 30 5
51 66 49 5
51 67 50 2
52 51 9 3
52 53 45 4
52 66 38 5
52 67 21 4
52 68 10 1
53 52 15 4
53 54 13 4
53 67 1 4
53 68 17 4
53 69 17 1
54 53 46 1
54 55 29 1
54 68 14 3
54 69 17 5
54 70 7 2
55 54 3 2
55 56 44 1
55 69 37 5
55 70 18 1
55 71 20 5
56 55 8 1
56 57 27 5
56 70 18 4
56 71 38 2
56 72 46 3
57 56 15 1
57 58 44 5
57 71 27 5
57 72 41 5
57 73 9 1
58 57 40 1
58 59 46 4
58 72 11 5
58 73 11 5
58 74 24 2
59 58 5 3
59 60 12 4
59 73 18 4
59 74 3 5
59 75 24 5
60 59 10 3
60 61 2 4
60 74 37 3
60 75 48 2
60 76 34 5
61 60 31 2
61 75 42 1
61 76 5 3
62 63 3 4
62 77 15 1
62 78 22 3
63 62 23 2
63 64 44 3
63 77 38 3
63 78 4 1
63 79 30 5
64 63 35 1
64 65 31 4
64 78 9 5
64 79 9 4
64 80 20 3
65 64 19 2
65 66 47 3
65 79 15 4
65 80 20 1
65 81 50 1
66 65 30 1
66 67 14 3
66 80 19 3
66 81 18 2
66 82 48 4
67 66 40 3
67 68 17 4
67 81 30 2
67 82 9 5
67 83 37 4
68 67 22 2
68 69 42 2
68 82 25 1
68 83 28 3
68 84 9 2
69 68 32 5
69 70 49 4
69 83 12 5
69 84 38 4
69 85 43 1
70 69 36 1
70 71 29 4
70 84 4 3
70 85 5 3
70 86 20 3
71 70 15 3
71 72 18 2
71 85 2 1
71 86 10 2
71 87 10 5
72 71 3 2
72 73 39 1
72 86 11 4
72 87 3 4
72 88 13 4
73 72 8 1
73 74 22 2
73 87 29 1
73 88 31 3
73 89 35 5
74 73 38 2
74 75 30 1
74 88 26 1
74 89 19 1
74 90 50 3
75 74 28 2
75 76 40 1
75 89 29 5
75 90 1 3
75 91 43 5
76 75 45 3
76 90 48 1
76 91 10 5
77 78 4 2
77 92 44 2
77 93 48 1
78 77 47 1
78 79 8 3
78 92 27 1
78 93 50 5
78 94 50 3
79 78 46 4
79 80 30 1
79 93 28 5
79 94 22 4
79 95 23 1
80 79 10 4
80 81 16 1
80 94 36 5
80 95 19 1
80 96 11 3
81 80 4 4
81 82 50 5
81 95 6 2
81 96 5 4
81 97 17 1
82 81 6 3
82 83 8 3
82 96 4 4
82 97 8 4
82 98 37 2
83 82 47 1
83 84 45 2
83 97 34 1
83 98 44 2
83 99 43 3
84 83 29 3
84 85 32 5
84 98 9 5
84 99 20 3
84 100 29 1
85 84 17 1
85 86 2 2
85 99 42 4
85 100 3 4
85 101 17 3
86 85 6 2
86 87 28 2
86 100 41 2
86 101 47 5
86 102 35 4
87 86 2 4
87 88 1 2
87 101 50 3
87 102 40 1
87 103 30 2
88 87 8 1
88 89 19 2
88 102 46 2
88 103 37 3
88 104 26 2
89 88 38 2
89 90 6 3
89 103 6 1
89 104 50 1
89 105 39 1
90 89 16 2
90 91 23 4
90 104 16 4
90 105 31 4
90 106 44 4
91 90 42 4
91 105 31 4
91 106 46 5
92 93 33 1
92 107 16 4
92 108 28 3
93 92 4 4
93 94 15 2
93 107 19 1
93 108 12 2
93 109 17 4
94 93 50 2
94 95 29 3
94 108 2 4
94 109 26 2
94 110 20 2
95 94 11 1
95 96 27 1
95 109 47 4
95 110 28 4
95 111 18 2
96 95 17 1
96 97 32 1
96 110 34 3
96 111 12 3
96 112 3 1
97 96 4 5
97 98 44 2
97 111 3 4
97 112 19 4
97 113 28 5
98 97 1 2
98 99 48 4
98 112 9 1
98 113 14 1
98 114 28 2
99 98 39 3
99 100 7 4
99 113 3 4
99 114 27 3
99 115 38 2
100 99 21 5
100 101 6 2
100 114 30 3
100 115 48 2
100 116 11 4
101 100 37 1
101 102 14 5
101 115 46 1
101 116 2 3
101 117 32 3
102 101 44 3
102 103 12 1
102 116 22 2
102 117 1 1
102 118 27 5
103 102 14 2
103 104 29 4
103 117 11 2
103 118 32 4
103 119 15 1
104 103 49 3
104 105 38 5
104 118 39 1
104 119 2 3
104 120 21 4
105 104 43 3
105 106 36 2
105 119 50 4
105 120 47 1
105 121 42 4
106 105 35 3
106 120 33 3
106 121 34 2
107 108 23 2
107 122 41 2
107 123 31 2
108 107 41 2
108 109 15 5
108 122 44 2
108 123 10 5
108 124 31 1
109 108 23 3
109 110 47 4
109 123 33 4
109 124 43 3
109 125 40 4
110 109 7 4
110 111 48 4
110 124 44 3
110 125 40 4
110 126 5 2
111 110 18 2
111 112 16 2
111 125 28 2
111 126 41 5
111 127 39 2
112 111 23 1
112 113 31 4
112 126 28 5
112 127 10 3
112 128 29 2
113 112 17 2
113 114 49 2
113 127 48 4
113 128 9 1
113 129 22 2
114 113 27 4
114 115 3 2
114 128 15 3
114 129 47 1
114 130 36 1
115 114 28 1
115 116 50 4
115 129 18 1
115 130 47 5
115 131 33 5
116 115 16 4
116 117 19 4
116 130 7 1
116 131 50 2
116 132 44 4
117 116 43 4
117 118 22 4
117 131 22 3
117 132 32 5
117 133 50 4
118 117 29 5
118 119 37 1
118 132 3 3
118 133 2 4
118 134 45 5
119 118 10 2
119 120 8 4
119 133 37 3
119 134 27 2
119 135 16 1
120 119 20 4
120 121 13 5
120 134 26 4
120 135 28 1
120 136 39 1
121 120 20 3
121 135 50 5
121 136 37 3
122 123 32 2
122 137 38 5
122 138 24 1
123 122 45 3
123 124 41 5
123 137 46 1
123 138 20 2
123 139 13 5
124 123 38 1
124 125 7 3
124 138 5 1
124 139 31 4
124 140 27 3
125 124 44 5
125 126 21 2
125 139 46 4
125 140 42 4
125 141 28 1
126 125 21 3
126 127 13 1
126 140 3 1
126 141 44 5
126 142 46 3
127 126 12 3
127 128 49 2
127 141 4 2
127 142 20 2
127 143 25 1
128 127 30 5
128 129 20 1
128 142 33 4
128 143 21 2
128 144 15 4
129 128 23 5
129 130 23 3
129 143 19 3
129 144 6 2
129 145 42 1
130 129 17 3
130 131 27 3
130 144 27 2
130 145 19 1
130 146 13 5
131 130 24 2
131 132 8 5
131 145 27 3
131 146 19 2
131 147 44 3
132 131 32 5
132 133 47 1
132 146 4 2
132 147 37 1
132 148 27 4
133 132 29 4
133 134 8 3
133 147 32 5
133 148 27 4
133 149 40 1
134 133 31 3
134 135 36 5
134 148 48 2
134 149 35 3
134 150 18 2
135 134 15 3
135 136 39 1
135 149 44 1
135 150 1 3
135 151 39 3
136 135 12 1
136 150 49 3
136 151 4 4
137 138 11 2
137 152 38 3
137 153 17 2
138 137 44 1
138 139 25 4
138 152 35 1
138 153 10 2
138 154 8 3
139 138 3 2
139 140 23 3
139 153 23 1
139 154 44 3
139 155 3 2
140 139 41 4
140 141 46 4
140 154 23 3
140 155 19 4
140 156 21 3
141 140 24 2
141 142 5 3
141 155 17 4
141 156 45 5
141 157 42 2
142 141 48 2
142 143 28 1
142 156 33 2
142 157 16 5
142 158 16 5
143 142 14 1
143 144 48 4
143 157 36 2
143 158 36 4
143 159 43 4
144 143 20 5
144 145 22 5
144 158 43 4
144 159 49 5
144 160 6 2
145 144 26 1
145 146 10 5
145 159 41 1
145 160 27 2
145 161 45 5
146 145 4 5
146 147 30 4
146 160 46 1
146 161 41 1
146 162 11 4
147 146 23 5
147 148 21 3
147 161 11 1
147 162 33 1
147 163 17 5
148 147 16 1
148 149 19 3
148 162 46 1
148 163 13 1
148 164 35 1
149 148 29 1
149 150 49 2
149 163 21 2
149 164 41 4
149 165 16 1
150 149 48 1
150 151 28 2
150 164 45 3
150 165 16 2
150 166 19 5
151 150 33 1
151 165 3 5
151 166 3 4
152 153 32 3
152 167 31 3
152 168 13 1
153 152 23 3
153 154 4 2
153 167 48 5
153 168 1 2
153 169 35 1
154 153 11 1
154 155 29 2
154 168 14 5
154 169 34 2
154 170 28 1
155 154 6 2
155 156 39 4
155 169 28 4
155 170 9 5
155 171 41 2
156 155 27 2
156 157 46 2
156 170 20 1
156 171 43 3
156 172 48 5
157 156 16 4
157 158 12 1
157 171 6 5
