22 65 5
1 2 9 3
1 3 7 4
1 4 4 8
1 5 10 2
1 6 4 9
2 7 4 6
2 8 7 2
3 7 7 1
3 8 10 1
3 9 3 4
4 8 1 8
4 9 8 6
4 10 4 7
5 9 3 10
5 10 2 4
5 11 4 3
6 10 9 4
6 11 10 7
7 8 6 8
7 12 10 7
7 13 3 7
8 7 2 5
8 9 10 1
8 12 5 1
8 13 6 5
8 14 10 10
9 8 10 2
9 10 8 2
9 13 8 8
9 14 7 8
9 15 1 2
10 9 9 4
10 11 4 4
10 14 6 2
10 15 2 5
10 16 6 6
11 10 2 9
11 15 10 5
11 16 4 6
12 13 1 3
12 17 9 7
12 18 6 3
13 12 9 8
13 14 4 10
13 17 3 3
13 18 9 8
13 19 10 9
14 13 3 2
14 15 5 1
14 18 7 1
14 19 5 8
14 20 1 8
15 14 10 1
15 16 10 1
15 19 4 6
15 20 10 3
15 21 7 6
16 15 9 1
16 20 2 4
16 21 4 1
17 22 7 5
18 22 5 10
19 22 3 7
20 22 1 10
21 22 6 2
