102 416 3
1 2 9 2
1 3 6 10
1 4 5 6
1 5 6 5
1 6 5 2
1 7 3 1
1 8 7 2
1 9 3 2
1 10 4 8
1 11 1 8
2 12 4 8
2 13 2 3
3 12 5 1
3 13 2 4
3 14 10 3
4 13 1 8
4 14 10 10
4 15 3 4
5 14 5 3
5 15 4 8
5 16 10 6
6 15 6 4
6 16 10 9
6 17 10 7
7 16 6 3
7 17 5 7
7 18 2 9
8 17 4 3
8 18 2 7
8 19 6 4
9 18 1 7
9 19 5 6
9 20 4 10
10 19 7 6
10 20 1 2
10 21 2 7
11 20 5 7
11 21 2 7
12 13 10 6
12 22 2 2
12 23 4 7
13 12 4 7
13 14 10 9
13 22 8 3
13 23 8 8
13 24 8 5
14 13 3 2
14 15 8 7
14 23 8 5
14 24 4 9
14 25 6 10
15 14 4 7
15 16 10 2
15 24 5 2
15 25 8 6
15 26 5 3
16 15 1 6
16 17 7 7
16 25 6 4
16 26 2 10
16 27 6 3
17 16 9 6
17 18 5 6
17 26 4 4
17 27 6 5
17 28 6 8
18 17 4 3
18 19 6 1
18 27 10 5
18 28 5 3
18 29 3 8
19 18 3 6
19 20 10 10
19 28 10 10
19 29 5 5
19 30 1 9
20 19 9 4
20 21 8 4
20 29 3 6
20 30 7 7
20 31 3 1
21 20 9 1
21 30 2 9
21 31 6 3
22 23 3 10
22 32 9 10
22 33 5 9
23 22 1 4
23 24 2 6
23 32 5 8
23 33 9 1
23 34 10 6
24 23 5 10
24 25 10 3
24 33 4 4
24 34 5 5
24 35 1 5
25 24 3 4
25 26 8 9
25 34 9 6
25 35 7 10
25 36 8 9
26 25 5 1
26 27 4 5
26 35 5 4
26 36 2 10
26 37 6 9
27 26 2 7
27 28 1 7
27 36 10 9
27 37 7 4
27 38 1 2
28 27 2 8
28 29 2 4
28 37 4 4
28 38 1 2
28 39 2 8
29 28 9 1
29 30 3 3
29 38 1 5
29 39 2 4
29 40 1 7
30 29 6 2
30 31 2 3
30 39 7 7
30 40 4 7
30 41 6 7
31 30 10 9
31 40 7 9
31 41 3 5
32 33 2 7
32 42 2 4
32 43 8 8
33 32 3 1
33 34 9 2
33 42 6 5
33 43 5 8
33 44 5 8
34 33 9 10
34 35 4 7
34 43 8 6
34 44 6 1
34 45 10 6
35 34 4 6
35 36 7 3
35 44 8 7
35 45 2 7
35 46 3 6
36 35 1 10
36 37 10 6
36 45 10 4
36 46 10 5
36 47 9 3
37 36 2 10
37 38 2 1
37 46 2 4
37 47 3 1
37 48 3 9
38 37 6 2
38 39 5 2
38 47 6 1
38 48 5 7
38 49 1 8
39 38 10 3
39 40 10 9
39 48 6 6
39 49 8 10
39 50 10 4
40 39 7 10
40 41 10 5
40 49 5 10
40 50 1 10
40 51 2 7
41 40 5 4
41 50 10 2
41 51 10 6
42 43 10 10
42 52 9 2
42 53 10 10
43 42 1 10
43 44 5 8
43 52 8 1
43 53 1 2
43 54 5 10
44 43 5 2
44 45 1 9
44 53 3 6
44 54 8 6
44 55 10 1
45 44 10 4
45 46 2 4
45 54 4 2
45 55 5 9
45 56 10 2
46 45 2 3
46 47 5 10
46 55 4 6
46 56 3 6
46 57 5 3
47 46 8 9
47 48 5 7
47 56 3 5
47 57 7 4
47 58 4 8
48 47 10 7
48 49 4 6
48 57 4 9
48 58 7 5
48 59 1 7
49 48 2 1
49 50 5 3
49 58 9 9
49 59 7 1
49 60 8 7
50 49 2 10
50 51 10 6
50 59 1 4
50 60 5 9
50 61 4 1
51 50 10 9
51 60 8 6
51 61 2 4
52 53 9 3
52 62 4 4
52 63 4 10
