102 416 4
1 2 8 5
1 3 16 8
1 4 20 8
1 5 18 2
1 6 4 3
1 7 10 5
1 8 17 5
1 9 17 5
1 10 17 5
1 11 19 1
2 12 14 10
2 13 4 9
3 12 6 7
3 13 13 6
3 14 2 5
4 13 5 2
4 14 16 10
4 15 6 1
5 14 14 10
5 15 19 10
5 16 15 5
6 15 7 9
6 16 5 9
6 17 1 9
7 16 3 5
7 17 20 6
7 18 2 4
8 17 1 5
8 18 8 7
8 19 13 8
9 18 17 5
9 19 3 10
9 20 6 8
10 19 6 1
10 20 12 9
10 21 1 2
11 20 9 8
11 21 1 6
12 13 17 8
12 22 1 6
12 23 8 9
13 12 17 5
13 14 14 9
13 22 4 7
13 23 12 6
13 24 9 5
14 13 17 3
14 15 9 1
14 23 16 10
14 24 12 3
14 25 20 4
15 14 11 7
15 16 2 9
15 24 18 8
15 25 11 9
15 26 4 5
16 15 11 1
16 17 3 10
16 25 2 6
16 26 5 7
16 27 16 6
17 16 18 8
17 18 7 5
17 26 18 8
17 27 5 1
17 28 16 6
18 17 1 4
18 19 15 1
18 27 19 5
18 28 6 2
18 29 18 5
19 18 5 9
19 20 9 7
19 28 7 3
19 29 20 7
19 30 5 8
20 19 10 3
20 21 9 7
20 29 8 9
20 30 12 7
20 31 19 4
21 20 11 5
21 30 18 7
21 31 1 3
22 23 3 1
22 32 10 2
22 33 17 1
23 22 3 2
23 24 20 10
23 32 13 1
23 33 5 4
23 34 6 6
24 23 9 9
24 25 20 8
24 33 1 5
24 34 16 6
24 35 19 2
25 24 16 9
25 26 7 6
25 34 11 9
25 35 11 8
25 36 13 5
26 25 12 1
26 27 5 3
26 35 18 8
26 36 10 6
26 37 1 3
27 26 19 7
27 28 20 4
27 36 17 10
27 37 2 10
27 38 14 1
28 27 20 2
28 29 1 6
28 37 8 7
28 38 19 5
28 39 12 10
29 28 16 10
29 30 13 10
29 38 20 6
29 39 8 5
29 40 4 6
30 29 3 3
30 31 3 9
30 39 13 6
30 40 11 9
30 41 1 5
31 30 8 4
31 40 5 5
31 41 16 8
32 33 2 2
32 42 10 10
32 43 16 10
33 32 15 7
33 34 18 10
33 42 11 4
33 43 1 7
33 44 11 7
34 33 4 4
34 35 9 5
34 43 18 7
34 44 11 3
34 45 20 8
35 34 15 7
35 36 17 7
35 44 11 7
35 45 14 1
35 46 6 9
36 35 18 7
36 37 19 5
36 45 10 8
36 46 4 9
36 47 17 10
37 36 17 5
37 38 13 4
37 46 7 4
37 47 7 3
37 48 3 3
38 37 16 4
38 39 20 6
38 47 7 1
38 48 19 6
38 49 10 1
39 38 1 9
39 40 1 4
39 48 15 9
39 49 7 1
39 50 19 1
40 39 1 8
40 41 20 1
40 49 4 10
40 50 18 1
40 51 19 4
41 40 2 10
41 50 10 4
41 51 10 5
42 43 16 4
42 52 11 8
42 53 4 7
43 42 2 3
43 44 10 7
43 52 2 8
43 53 10 6
43 54 13 6
44 43 15 8
44 45 4 6
44 53 3 5
44 54 12 10
44 55 18 8
45 44 9 8
45 46 20 2
45 54 10 6
45 55 8 6
45 56 12 5
46 45 15 1
46 47 12 5
46 55 14 10
46 56 5 8
46 57 14 9
47 46 15 1
47 48 9 7
47 56 14 9
47 57 10 5
47 58 6 4
48 47 12 7
48 49 5 1
48 57 17 2
48 58 18 9
48 59 18 3
49 48 6 2
49 50 10 10
49 58 6 10
49 59 10 5
49 60 6 4
50 49 20 8
50 51 6 7
50 59 10 10
50 60 10 1
50 61 1 5
51 50 11 5
51 60 6 2
51 61 4 4
52 53 1 5
52 62 9 5
52 63 4 2
53 52 20 1
53 54 16 6
53 62 19 9
53 63 1 10
53 64 17 2
54 53 11 5
54 55 2 10
54 63 7 2
54 64 16 1
54 65 11 10
55 54 4 8
55 56 13 8
55 64 10 4
55 65 10 4
55 66 13 1
56 55 10 6
56 57 20 9
56 65 3 10
56 66 18 7
56 67 11 1
57 56 1 3
57 58 1 8
57 66 6 1
57 67 11 10
57 68 19 8
58 57 7 9
58 59 2 6
58 67 10 5
58 68 5 2
58 69 15 5
59 58 18 7
59 60 16 8
59 68 1 3
59 69 18 9
59 70 2 8
60 59 16 4
60 61 9 2
60 69 4 5
60 70 4 7
60 71 5 7
61 60 20 8
61 70 5 2
61 71 9 4
62 63 13 4
62 72 7 9
62 73 19 9
63 62 3 6
63 64 3 4
63 72 16 3
63 73 13 8
63 74 14 8
64 63 17 8
64 65 19 10
64 73 12 5
64 74 5 3
64 75 7 1
65 64 10 9
65 66 13 6
65 74 13 8
65 75 11 2
65 76 9 1
66 65 10 3
66 67 14 2
66 75 10 1
66 76 6 5
66 77 19 4
67 66 20 2
67 68 5 6
67 76 16 1
67 77 8 6
67 78 17 6
68 67 2 2
68 69 16 6
68 77 15 2
68 78 18 3
68 79 9 5
69 68 19 1
69 70 15 10
69 78 9 2
69 79 12 1
69 80 14 3
70 69 20 3
70 71 3 1
70 79 17 10
70 80 19 5
70 81 5 2
71 70 9 2
71 80 7 3
71 81 14 1
72 73 20 2
72 82 16 6
72 83 16 9
73 72 14 2
73 74 13 6
73 82 8 3
73 83 20 9
