37 126 3
1 2 7 10
1 3 1 8
1 4 1 9
1 5 7 5
1 6 4 7
1 7 7 7
1 8 6 2
2 9 3 8
2 10 3 10
3 9 2 3
3 10 4 10
3 11 8 3
4 10 9 7
4 11 1 8
4 12 8 5
5 11 3 7
5 12 10 9
5 13 6 3
6 12 7 7
6 13 4 8
6 14 7 4
7 13 10 5
7 14 10 8
7 15 2 2
8 14 8 2
8 15 8 8
9 10 1 3
9 16 4 7
9 17 7 7
10 9 5 10
10 11 7 9
10 16 7 3
10 17 2 3
10 18 2 5
11 10 5 5
11 12 4 2
11 17 5 5
11 18 8 3
11 19 3 6
12 11 7 1
12 13 1 1
12 18 5 6
12 19 7 1
12 20 3 10
13 12 7 7
13 14 10 5
13 19 4 8
13 20 2 5
13 21 6 5
14 13 2 3
14 15 8 9
14 20 1 7
14 21 4 8
14 22 6 4
15 14 1 9
15 21 2 3
15 22 7 8
16 17 7 9
16 23 10 2
16 24 2 4
17 16 7 10
17 18 9 1
17 23 9 9
17 24 7 2
17 25 10 8
18 17 2 1
18 19 1 4
18 24 3 7
18 25 10 6
18 26 4 4
19 18 2 9
19 20 8 7
19 25 7 10
19 26 1 4
19 27 2 7
20 19 7 10
20 21 8 1
20 26 7 5
20 27 9 3
20 28 9 10
21 20 7 2
21 22 7 5
21 27 10 4
21 28 1 6
21 29 7 7
22 21 1 8
22 28 10 4
22 29 6 5
23 24 5 6
23 30 10 10
23 31 10 2
24 23 4 6
24 25 3 10
24 30 7 4
24 31 4 3
24 32 4 10
25 24 10 2
25 26 3 2
25 31 2 4
25 32 9 3
25 33 6 3
26 25 7 1
26 27 8 9
26 32 9 3
26 33 6 1
26 34 8 2
27 26 4 10
27 28 8 5
27 33 9 4
27 34 6 10
27 35 4 8
28 27 2 8
28 29 4 8
28 34 9 8
28 35 8 6
28 36 6 6
29 28 4 6
29 35 4 3
29 36 4 9
30 37 4 1
31 37 10 10
32 37 1 6
33 37 3 10
34 37 4 8
35 37 7 4
36 37 4 4
