22 65 5
1 2 7 10
1 3 4 10
1 4 4 2
1 5 9 3
1 6 6 5
2 7 1 4
2 8 2 5
3 7 3 1
3 8 2 7
3 9 2 5
4 8 8 1
4 9 1 5
4 10 1 8
5 9 10 9
5 10 6 2
5 11 10 9
6 10 2 6
6 11 9 4
7 8 2 4
7 12 5 6
7 13 7 8
8 7 3 4
8 9 6 5
8 12 8 7
8 13 5 1
8 14 10 5
9 8 5 10
9 10 10 10
9 13 6 2
9 14 5 5
9 15 1 9
10 9 1 5
10 11 2 7
10 14 9 7
10 15 5 3
10 16 3 3
11 10 6 3
11 15 6 1
11 16 3 6
12 13 8 3
12 17 1 1
12 18 8 6
13 12 9 3
13 14 9 10
13 17 9 2
13 18 7 10
13 19 8 10
14 13 3 3
14 15 2 6
14 18 2 10
14 19 6 3
14 20 9 10
15 14 10 6
15 16 2 7
15 19 5 1
15 20 7 10
15 21 1 3
16 15 2 2
16 20 4 10
16 21 8 1
17 22 6 10
18 22 5 10
19 22 5 7
20 22 8 3
21 22 8 6
