22 65 3
1 2 8 1
1 3 10 4
1 4 1 10
1 5 10 9
1 6 7 1
2 7 8 4
2 8 4 7
3 7 7 8
3 8 8 2
3 9 7 8
4 8 4 9
4 9 7 5
4 10 7 9
5 9 10 3
5 10 6 4
5 11 3 3
6 10 6 9
6 11 2 9
7 8 5 5
7 12 3 2
7 13 4 4
8 7 2 5
8 9 5 9
8 12 2 1
8 13 4 4
8 14 9 10
9 8 10 8
9 10 8 6
9 13 3 1
9 14 8 8
9 15 6 6
10 9 3 8
10 11 8 3
10 14 10 8
10 15 7 3
10 16 9 1
11 10 9 4
11 15 6 8
11 16 9 9
12 13 5 2
12 17 3 1
12 18 9 1
13 12 1 8
13 14 7 2
13 17 7 3
13 18 8 6
13 19 5 1
14 13 2 10
14 15 3 2
14 18 5 2
14 19 2 10
14 20 9 3
15 14 3 3
15 16 1 5
15 19 9 9
15 20 7 1
15 21 1 7
16 15 5 2
16 20 10 8
16 21 3 9
17 22 8 5
18 22 6 2
19 22 5 8
20 22 1 4
21 22 2 9
