227 996 7
1 2 42 3
1 3 11 3
1 4 46 1
1 5 47 1
1 6 29 3
1 7 16 5
1 8 35 4
1 9 6 2
1 10 40 5
1 11 7 5
1 12 26 2
1 13 33 5
1 14 15 5
1 15 31 1
1 16 45 3
2 17 11 3
2 18 24 2
3 17 45 5
3 18 9 1
3 19 48 3
4 18 3 3
4 19 19 2
4 20 31 3
5 19 45 5
5 20 37 3
5 21 28 4
6 20 2 1
6 21 9 2
6 22 36 2
7 21 3 3
7 22 5 1
7 23 43 4
8 22 45 2
8 23 6 2
8 24 47 3
9 23 14 2
9 24 34 5
9 25 25 5
10 24 8 5
10 25 38 3
10 26 34 2
11 25 31 1
11 26 6 2
11 27 2 3
12 26 3 3
12 27 47 1
12 28 18 2
13 27 48 2
13 28 27 4
13 29 4 4
14 28 8 3
14 29 19 3
14 30 48 4
15 29 10 5
15 30 23 1
15 31 12 5
16 30 18 3
16 31 2 2
17 18 24 4
17 32 21 1
17 33 44 3
18 17 34 1
18 19 4 3
18 32 12 1
18 33 33 3
18 34 12 5
19 18 26 4
19 20 42 3
19 33 8 1
19 34 47 3
19 35 2 4
20 19 23 4
20 21 11 5
20 34 38 5
20 35 48 1
20 36 36 3
21 20 36 1
21 22 16 5
21 35 7 5
21 36 42 3
21 37 34 3
22 21 30 1
22 23 10 2
22 36 16 4
22 37 16 1
22 38 34 3
23 22 36 4
23 24 36 1
23 37 6 5
23 38 2 2
23 39 32 1
24 23 11 1
24 25 31 1
24 38 8 1
24 39 41 1
24 40 6 4
25 24 8 3
25 26 28 5
25 39 23 1
25 40 41 4
25 41 35 5
26 25 48 5
26 27 16 1
26 40 20 5
26 41 1 3
26 42 16 1
27 26 48 2
27 28 38 2
27 41 15 2
27 42 6 2
27 43 7 4
28 27 13 1
28 29 31 1
28 42 7 3
28 43 16 3
28 44 29 1
29 28 10 3
29 30 20 2
29 43 17 4
29 44 2 1
29 45 8 2
30 29 30 4
30 31 47 5
30 44 13 1
30 45 22 5
30 46 27 2
31 30 25 5
31 45 2 4
31 46 26 4
32 33 23 3
32 47 30 1
32 48 17 4
33 32 14 3
33 34 35 3
33 47 17 5
33 48 27 3
33 49 4 5
34 33 50 2
34 35 37 3
34 48 42 4
34 49 21 4
34 50 19 3
35 34 28 2
35 36 44 2
35 49 19 4
35 50 43 3
35 51 17 5
36 35 27 4
36 37 32 1
36 50 25 1
36 51 9 1
36 52 20 5
37 36 27 5
37 38 25 3
37 51 5 1
37 52 36 2
37 53 16 4
38 37 41 5
38 39 38 5
38 52 21 4
38 53 15 2
38 54 29 4
39 38 8 3
39 40 46 3
39 53 17 3
39 54 24 3
39 55 25 1
40 39 14 5
40 41 8 1
40 54 43 1
40 55 38 4
40 56 46 3
41 40 17 3
41 42 36 4
41 55 35 2
41 56 36 5
41 57 46 1
42 41 16 2
42 43 34 4
42 56 2 5
42 57 19 5
42 58 43 2
43 42 44 1
43 44 19 2
43 57 33 3
43 58 30 3
43 59 21 1
44 43 42 1
44 45 12 1
44 58 50 4
44 59 2 3
44 60 45 5
45 44 28 5
45 46 25 2
45 59 6 2
45 60 12 2
45 61 5 4
46 45 45 2
46 60 31 4
46 61 17 1
47 48 42 1
47 62 19 5
47 63 39 3
48 47 32 1
48 49 18 3
48 62 4 1
48 63 45 2
48 64 33 1
49 48 4 3
49 50 17 4
49 63 16 1
49 64 26 4
49 65 26 4
50 49 41 1
50 51 49 4
50 64 26 5
50 65 42 3
50 66 27 4
51 50 12 5
51 52 6 1
51 65 28 3
51 66 8 4
51 67 35 3
52 51 17 3
52 53 22 2
52 66 33 2
52 67 45 5
52 68 20 2
53 52 13 5
53 54 19 1
53 67 13 2
53 68 29 5
53 69 11 4
54 53 19 3
54 55 26 4
54 68 5 4
54 69 14 1
54 70 26 2
55 54 35 2
55 56 37 1
55 69 2 5
55 70 44 1
55 71 8 3
56 55 36 2
56 57 28 2
56 70 46 1
56 71 49 5
56 72 12 1
57 56 23 2
57 58 48 4
57 71 38 5
57 72 42 4
57 73 30 1
58 57 28 3
58 59 32 3
58 72 3 2
58 73 29 3
58 74 38 4
59 58 22 4
59 60 31 3
59 73 2 1
59 74 1 1
59 75 45 5
60 59 26 2
60 61 35 4
60 74 21 3
60 75 3 3
60 76 34 2
61 60 24 1
61 75 30 4
61 76 37 2
62 63 38 1
62 77 34 1
62 78 32 3
63 62 45 4
63 64 2 3
63 77 49 2
63 78 11 1
63 79 20 3
64 63 48 2
64 65 12 5
64 78 21 3
64 79 40 4
64 80 18 2
65 64 32 1
65 66 50 5
65 79 4 2
65 80 15 5
65 81 27 3
66 65 8 4
66 67 31 5
66 80 6 4
66 81 29 5
66 82 9 2
67 66 15 5
67 68 7 5
67 81 43 3
67 82 16 5
67 83 34 2
68 67 27 4
68 69 46 3
68 82 12 2
68 83 42 3
68 84 36 1
69 68 24 4
69 70 37 1
69 83 8 2
69 84 44 3
69 85 43 5
70 69 35 1
70 71 13 4
70 84 34 2
70 85 37 1
70 86 28 2
71 70 21 4
71 72 23 4
71 85 23 5
71 86 16 4
71 87 9 1
72 71 4 2
72 73 50 5
72 86 24 2
72 87 42 3
72 88 11 1
73 72 20 5
73 74 36 3
73 87 21 1
73 88 38 5
73 89 24 2
74 73 46 4
74 75 33 1
74 88 50 1
74 89 28 1
74 90 44 2
75 74 39 5
75 76 18 5
75 89 5 4
75 90 47 3
75 91 10 3
76 75 31 1
76 90 39 1
76 91 45 3
77 78 1 4
77 92 28 1
77 93 31 3
78 77 25 4
78 79 40 1
78 92 39 2
78 93 1 3
78 94 31 2
79 78 12 4
79 80 44 3
79 93 31 5
79 94 12 5
79 95 17 4
80 79 5 3
80 81 45 1
80 94 42 4
80 95 4 3
80 96 21 3
81 80 15 5
81 82 17 2
81 95 8 1
81 96 41 4
81 97 50 4
82 81 30 4
82 83 38 1
82 96 40 1
82 97 20 4
82 98 16 3
83 82 3 1
83 84 44 1
83 97 35 1
83 98 13 3
83 99 10 3
84 83 24 3
84 85 24 3
84 98 37 3
84 99 28 5
84 100 10 5
85 84 3 3
85 86 49 4
85 99 43 5
85 100 42 3
85 101 23 5
86 85 37 5
